MANDT,KUNNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELF2,TELFX,TELTX,XCPDK,STCD1,STCD2,STKZU,ERDAT,ERNAM,KTOKD,SPRAS,ANRED,MCOD1,MCOD2,MCOD3,LOEVM,SPERR
100,0000000038,KR,Dowerg,,,,Novaes Alegre,,73884,SC,DOWERG   ,"48, boulevard Besson   ",001-990-235-2676   ,0587285853,,,,8856312745,,,20.06.2022,hermannmarga,DEBI,F,Firma,DOWERG,,,,
100,0000000039,AU,Sá,,,,横浜市金沢区,N/A,08950,OH,SÁ,"Lago Murilo Cardoso, 51",001-960-816-9251,+33 (0)3 20 13 9,+49(0)6336 78184,,,6337581594,,,20200901,eyamada,DEBI,J,Frau,SÁ,,,,
100,0000000040,BR,合同会社吉田水産,et Fils,,,Costela,Olivier,450-3358,ES,合同会社吉田水産,222 Linda Knoll,0117 496 0762   ,(0141)4960654,+55 (084) 2502 6,,,7569390378,,X,17.04.2017,cameroncharl,0001,P,Firma,合同会社吉田水産,,,,
100,0000000041,CN,Dominguez LLC,,N/A,,da Costa,,845-8122,PA,DOMINGUEZ ,8 Benjamin Dale   ,0900-516-4633,55-1052-5751,0300 144 2820,,,N/A,,,20.07.2020,kerry42,DEBI,D,Herr,DOMINGUEZ LLC,,,,
100,0000000042,DE,Begum-White,e.V.,N/A,,Laporte-la-Forêt,富里市,11570,MA,BEGUM-WHIT,582 吉田 Street,(081) 9508 6834   ,,,,,5435657969,,X,11.12.2016,bella91,D001,P,Firma,BEGUM-WHITE,,,,
100,0000000043,BE,"Khan, Morris and Jenkins   ",SARL,,,Borna,West Valerieview,647-3848,BA,"KHAN, MORR   ",Harald-Weiß-Straße 14,070-7929-9990   ,,0118 496 0630,,,2866570530,,,20250328,xstephenson,0001,J,Firma,"KHAN, MORRIS AND JENKINS",,,,
100,0000000044,BE,Guerra Mendonça Ltda.,,,,横浜市旭区   ,N/A,55803,PA,GUERRA MEN,10828 Montoya Views Apt. 033,+49(0)0905154443,,+44141 496 0847,,,N/A,,,22.07.2022,sotarotanaka,DEBI,D,Firma,GUERRA MENDONÇA LTDA.,,,,
100,0000000045,SE,合同会社佐藤印刷,Inc,,,Cassiano do Campo,N/A,M2 0ND,PI,合同会社佐藤印刷   ,9 Michael Manors,(04372) 831499,,,,,2779822720,,,05.03.2022,courtneyedwa,DEBI,E,Mr.,合同会社佐藤印刷,,,,
100,0000000046,CA,Wagner S.A.R.L.,PLC,,,Crailsheim,Stadtsteinach,317-0234,MT,WAGNER S.A   ,7 Smith Parkway,(0113) 496 0689,,(01632)960070,,,4250238086,,,20.03.2015,suzukimituru,0001,P,,WAGNER S.A.R.L.,,,,
100,0000000047,CH,高橋印刷有限会社,S/A,,,Duarte   ,Melo da Serra,W3T 8JR,DE,高橋印刷有限会社,01 Sylvia Ridge   ,0565526003,,,,,6696935632,,,13.12.2024,hortensebodi,0001,E,Frau,高橋印刷有限会社   ,,,,
100,0000000048,SE,Cunha S.A.,Ltd,,,Brunetboeuf,N/A,64914,AC,CUNHA S.A.,779 三浦 Street   ,2885229984,,,,,3718298396,,,05.09.2022,erinmiller,D001,J,,CUNHA S.A.   ,,,,
100,0000000049,FR,Gorlitz GmbH,N/A,,,Whittakerton,,87825848,CO,GORLITZ GM,"23, rue Julien Clerc",+55 (081) 9928-8,,,,,,,X,04.09.2012,cooperwillia,0001,D,Ms.,GORLITZ GMBH,,,,
100,0000000050,BR,Jones-Walker,Group,,,Gonçalves,South Miaburgh,78801866,PE,JONES-WALK,864 佐々木 Street   ,+33 (0)1 34 11 8,,,,,N/A,,,18.12.2015,maria-cecili,0001,P,Ms.,JONES-WALKER,,,,
100,0000000051,MX,Mcneil-Dorsey   ,,N/A,,Renaud,横浜市磯子区,48942,AL,MCNEIL-DOR   ,339 Brandon Bypass,84 0258 5659,+1-855-570-0991,,,,1685273298,,X,20.06.2016,palmerstacey,DEBI,F,Firma,MCNEIL-DORSEY,,,,
100,0000000052,ES,Société Générale,Inc,,,Albuquerque,青梅市,70445-214,PW,SOCIÉTÉ GÉ   ,"Vale de Moura, 15",090-0149-2915,,,,,4041031724,,X,04.03.2017,gpreston,0001,E,Ms.,SOCIÉTÉ GÉNÉRALE   ,,,,
100,0000000053,AU,Müller GmbH,,,,Port Jessica,Novaes da Praia,809-6438,AC,MÜLLER GMB   ,321 前田 Street,04723 05184   ,02294 57894,,,,7788843603,,,20140211,colealbert,D001,P,Herr,MÜLLER GMBH,,,,
100,0000000054,FR,"Watson, Dixon and Jordan",GmbH,,,山武郡芝山町,N/A,470-0632,MH,"WATSON, DI",02462 Ward Wells,277-487-3851x100,,,,,1693467608,,X,20240725,xyamaguchi,D001,J,Mr.,"WATSON, DIXON AND JORDAN",,,,
100,0000000055,AT,Griffin PLC,N/A,N/A,,Zerbst,da Mota,71339,RR,GRIFFIN PL,"26, chemin Joubert",080-3346-4955,,,,,6794112360,,X,20170905,alphonselabb,D001,F,Ms.,GRIFFIN PLC,,,,
100,0000000056,BR,"Smith, Baker and Jenkins",AG,N/A,,Sainte AntoinetteVille,Medinaside,022-5854,SP,"SMITH, BAK","205, avenue Gilbert",001-784-345-9856,,,,,5754061400,,,18.02.2026,vvasconcelos,D001,F,Herr,"SMITH, BAKER AND JENKINS",,,,
100,0000000057,GB,Hester-Giles,N/A,,,Deschamps,West Deborahtown,64454,RJ,HESTER-GIL,776 前田 Street,090-5339-2493   ,,,,,5694992863,,X,13.11.2019,melissa17,0001,J,,HESTER-GILES,,,,
100,0000000058,CA,Shepherd and Sons,Group,,,Port Taratown   ,,39105,GA,SHEPHERD A,911 村上 Street,207-478-2580,,,,,3386055383,,X,28.02.2020,lawrence15,0001,P,Frau,SHEPHERD AND SONS,,,,
100,0000000059,AU,株式会社山崎情報,LLC,,,South Whitneyton,New Mikestad,086-0620,MN,株式会社山崎情報   ,"Chácara Campos, 38",6024944024,,,,,0232273224,,,20230508,naokookamoto,0001,F,Frau,株式会社山崎情報,,,,
100,0000000060,MX,Müller KG   ,,N/A,,世田谷区,Castro Paulista,91566,SE,MÜLLER KG   ,"232, chemin Laurence Laine",090-9017-5862,070-0416-6476,,,,1005119806,,,03.05.2015,hobbssharon,DEBI,J,Mr.,MÜLLER KG,,,,
100,0000000061,CH,Rodriguez   ,and Sons,,,South Alicialand,Meganburgh,16207,CA,RODRIGUEZ,612 藤田 Street,+55 (084) 1504-3,,09974 92061,,,N/A,,,20230407,alanarios,0001,J,Ms.,RODRIGUEZ,,,,
100,0000000062,IN,"Warner, Mason and Bates",AG & Co. KGaA,,,Moranbury,N/A,072-1837,PB,"WARNER, MA","Studio 98
Ball Forges",+44(0)141 496 01   ,,01632 960 727,,,1075697954,,X,05.06.2024,sasakitsubas,D001,D,Frau,"WARNER, MASON AND BATES",,,,
100,0000000063,SE,Garcia PLC,,,,Sarahmouth,Bergzabern,770-7890,MT,GARCIA PLC,210 木村 Street,(0117)4960351,,,,,0825822733,,,20190711,maria-claraa,0001,J,,GARCIA PLC,,,,
100,0000000064,JP,Barros Pacheco - ME,and Sons,,,Iserlohn,N/A,411-4723,AP,BARROS PAC   ,4 Amelia Turnpike,0533125415,0313322724,+49(0)1473 15019,,,1741792383,,X,20130311,freitasallan,0001,D,Ms.,BARROS PACHECO - ME,,,,
100,0000000065,AU,شركة أرامكو السعودية,KG,,,Loiseau-sur-Jacquot,Greenmouth,SW6Y 2PW,HI,شركة أرامك   ,217 長谷川 Street,(06651) 85861,+33 (0)1 47 65 4,,,,2111145225,,X,16.08.2022,joubertalpho,DEBI,E,Ms.,شركة أرامكو السعودية,,,,
100,0000000066,AU,"Stephenson, Jones and Hall   ",e.V.,,,da Mota,青ヶ島村,G8A 9WD,NE,STEPHENSON,626 後藤 Street   ,+55 41 2351 1629,+49 (0) 8259 720,,,,6750584508,,,20111117,mituruyamaza,D001,F,Ms.,"STEPHENSON, JONES AND HAL   ",,,,
100,0000000067,BR,Cartwright and Sons   ,N/A,,,Saint EmmanuelleBourg,Mallet,00800,OR,CARTWRIGHT,"131, avenue Lejeune",080-4953-9934   ,+44(0)115 496087,080-4663-4399,,,8368331883,,,18.11.2018,barnettsarah,0001,J,,CARTWRIGHT AND SONS,,,,
100,0000000068,MX,"Grant, Dalton and Lucas",Ltd,,,MathieuBourg,Moraes do Oeste,WC24 1WP,VI,"GRANT, DAL",11427 Charles Extensions Suite 614,+55 31 8179-4879,,,,,7650527442,,X,20161120,meganpierce,DEBI,P,,"GRANT, DALTON AND LUCAS",,,,
100,0000000069,GB,日本電気株式会社,S.A.R.L.,,,Danielville,Helmstedt,SR5M 1PT,WV,日本電気株式会社,Helen-Nohlmans-Platz 83/31,0494983858,,408.424.7139,,,4905058679,,X,26.03.2012,georgejayne,0001,P,,日本電気株式会社   ,,,,
100,0000000070,IN,Keller-Leach,PLC,,,Araújo dos Dourados,ToussaintVille,17915,IN,KELLER-LEA,"Colônia Gonçalves, 4",41 4859-3516,,,,,8569073281,,X,15.11.2020,mmelo,0001,F,Firma,KELLER-LEACH,,,,
100,0000000071,BR,株式会社青木ガス,Group,,,南房総市   ,Altentreptow,E8 7TA,UT,株式会社青木ガス,7125 Shaw Roads,090-5873-3968,001-461-976-4281,+1-510-459-6824x,,,8807770606,,X,20241024,torresgilber,D001,J,Mr.,株式会社青木ガス   ,,,,
100,0000000072,GB,Kranz Röhricht GmbH,Ltda.,,,香取郡東庄町,Rousseau,17719,SP,KRANZ RÖHR,Römerallee 68-19,0800-303-7488,,070-5078-6575,,,N/A,,,01.11.2015,emmyebert,DEBI,E,Frau,KRANZ RÖHRICHT GMBH   ,,,,
100,0000000073,BR,鈴木電気有限会社,AG,N/A,,Casa Grande,Clarktown,77597403,NE,鈴木電気有限会社,829 林 Street,+1-480-846-6607x,,,,,0088286818,,,20130409,williamsdebo,0001,P,,鈴木電気有限会社,,,,
100,0000000074,JP,White-Park,GmbH & Co. KG,,,Ludwigslust,,94893-623,PI,WHITE-PARK,"Flat 22
Taylor Parkway",+49(0)4515548674,,090-7286-1433,,,4428906734,,X,23.08.2020,maite92,DEBI,P,Firma,WHITE-PARK,,,,
100,0000000075,JP,有限会社鈴木食品   ,N/A,,,武蔵村山市,Pinto da Praia,74381-159,WI,有限会社鈴木食品   ,5737 Joseph Hollow Apt. 075,+44(0)118 496 05,070-2452-8523,,,,4779630450,,X,20.07.2011,sboulanger,0001,J,Herr,有限会社鈴木食品,,,X,
100,0000000076,CA,Petitjean Berthelot SA,,N/A,,Correia de Moreira,Pimenta da Praia,L3B 4RA,MD,PETITJEAN    ,"402, avenue Raymond Royer",+55 61 4455-1875   ,001-496-368-0812,+33 (0)2 18 01 3,,,,,X,29.10.2024,coopermichae,D001,P,Firma,PETITJEAN BERTHELOT SA   ,,,,
100,0000000077,IT,合同会社林建設   ,,,,Lake Jake,Nogueira,14199,GU,合同会社林建設,Bolanderallee 20/21,090-4269-1218,,,,,7277200539,,X,20230625,renansampaio,D001,J,Mr.,合同会社林建設,,,,
100,0000000078,AU,伊藤銀行株式会社,PLC,,,Pastor de Pereira,N/A,79902,PI,伊藤銀行株式会社,Hans-Gerhard-Keudel-Weg 28/12,+49(0)7951 65291   ,,080-3080-7642,,,1619090784,,,20211106,vanessa11,D001,D,Firma,伊藤銀行株式会社   ,,,,
100,0000000079,CA,Dawson-Hodgson   ,Ltda.,,,West Christian,Stade,353-4118,AK,DAWSON-HOD,670 Jimenez Trail Apt. 438,070-0528-1318,070-7792-9092,,,,,,,26.12.2019,morisatomi,0001,P,Herr,DAWSON-HODGSON,,,,
100,0000000080,MX,Brewer Group   ,Group,,,Havelberg,Mace-les-Bains,29309,MS,BREWER GRO,606 Damien Brook,(081) 0528-0028,,,,,8884902818,,X,20161016,takumamori,0001,F,Ms.,BREWER GROUP,,,,
100,0000000081,FR,Rousset,N/A,,,Nabburg,N/A,65636,MS,ROUSSET,"Studio 86t
Matthews Mountain",029 2018 0704,,,,,0448911320,,,29.04.2023,sigurdkambs,DEBI,F,Ms.,ROUSSET,,,X,
100,0000000082,CH,Lübs Hartmann KGaA,and Sons,N/A,,Cunha,,HD3W 6FJ,MG,LÜBS HARTM   ,035 田中 Street,00009 160888,84-6158-8882,,,,8101882609,,,20240313,erna15,DEBI,F,Firma,LÜBS HARTMANN KGAA,,,,
100,0000000083,PL,Lombard,,,,Legrand-sur-Brunet,Lake Kellyborough,086-0789,WA,LOMBARD,rue de Diaz,33-3532-0929,,,,,3336925400,,,20120823,chevaliercla,DEBI,J,Ms.,LOMBARD,,,,
100,0000000084,GB,有限会社藤原保険,,,,West Andrea,君津市,262-4373,AL,有限会社藤原保険,boulevard de Boyer,516.818.5814,,,,,1737118822,,X,20231118,antonina64,DEBI,P,Mr.,有限会社藤原保険,,,,
100,0000000085,AU,Société Générale,N/A,,,da Paz,N/A,76684-447,AM,SOCIÉTÉ GÉ,9200 Amy Square Suite 721   ,0276573483,,21 6282 3208,,,7716082737,,X,20211016,julievincent,DEBI,E,,SOCIÉTÉ GÉNÉRALE,,,,
100,0000000086,GB,Mendoza-King   ,N/A,,,浦安市,,27152,VT,MENDOZA-KI   ,40966 Brown Walks,0533533647,0800-434-2114,,,,3907761631,,,20150811,byrdkenneth,0001,P,Ms.,MENDOZA-KING,,,,
100,0000000087,CN,Fields-Newman,,N/A,,West Carolyn,Sainte Zoé-la-Forêt,84598-183,WA,FIELDS-NEW   ,98 Maria Loop,+49(0)3693 99363   ,,,,,5242752480,,X,12.09.2014,egeisler,D001,J,Mr.,FIELDS-NEWMAN,,,,
100,0000000088,AT,Souza,Ltd,N/A,,Wardburgh,,70881255,NC,SOUZA,330 藤原 Street,+44(0)1314960089,,,,,8650842876,,,14.03.2013,vanessa24,0001,D,Ms.,SOUZA   ,,,,
100,0000000089,US,Vieira Ltda.,Inc,N/A,,Thomaschester,Martel,07365,KS,VIEIRA LTD,495 渡辺 Street,+49(0) 353817449,,,,,2971913906,,X,20120527,oguichard,D001,J,Herr,VIEIRA LTDA.,,,,
100,0000000090,MX,Rezende   ,N/A,,,Bayreuth,N/A,18676,OH,REZENDE,"29, rue Nicolas Giraud",02 51 33 08 04,+49(0) 347139839,0191 4960254,,,2461785289,,,28.02.2020,marcela75,D001,J,Ms.,REZENDE,,,,
100,0000000091,US,Moreau   ,Ltda.,,,West Brianshire,Boulay,44168,RJ,MOREAU   ,"Studio 49q
Ryan Lodge   ",95-8633-7863,,,,,,,X,28.03.2024,brookemills,D001,J,Firma,MOREAU,,,,
100,0000000092,CN,Société Générale   ,PLC,N/A,,Evrard,印西市,21861,PR,SOCIÉTÉ GÉ,264 加藤 Street,(02067) 020066,080-5778-8681,,,,0358700772,,X,20120922,buttetanja,DEBI,F,Herr,SOCIÉTÉ GÉNÉRALE,,,,
100,0000000093,MX,合同会社山崎鉱業   ,GbR,N/A,,Uelzen,N/A,908-4014,MS,合同会社山崎鉱業,"Flat 26c
Henry Unions   ",+33 (0)2 97 26 0,,,,,0243321029,,,12.03.2021,batesvanessa,0001,F,Ms.,合同会社山崎鉱業,,,,
100,0000000094,SE,"Dunn, Richardson and Nelson",N/A,,,世田谷区,Neustadtner Waldnaab,19667,PE,"DUNN, RICH",434 Cheryl Keys Suite 711,+33 1 49 74 99 7,090-6319-9035,(00374) 44885,,,7138756042,,,15.04.2012,minoruyamamo,DEBI,F,Mr.,"DUNN, RICHARDSON AND NELS",,,,
100,0000000095,JP,有限会社西村農林   ,S/A,N/A,,Padillabury,Aurich,37553,RR,有限会社西村農林   ,432 阿部 Street,287-610-4313x586   ,080-8543-4824,,,,0204985536,,X,04.12.2020,yoichi34,0001,E,,有限会社西村農林   ,,,,
100,0000000096,IN,Almeida,,,,板橋区,Staßfurt,G0H 5ZX,DF,ALMEIDA,37420 Smith Shoals,28-1448-5092   ,,,,,,,X,20200908,vrogers,D001,D,Mr.,ALMEIDA,,,,
100,0000000097,IT,Dupuy   ,PLC,,,Morin-sur-Da Silva,N/A,W3 8GF,OH,DUPUY   ,"Studio 13
Davis Rapid   ",+44118 496 0243,,,,,6360290983,,X,20180701,rosiheydrich,DEBI,P,Herr,DUPUY   ,,,,
100,0000000098,DE,Harris-Simon   ,,,,Smithborough,N/A,06352-952,BA,HARRIS-SIM,Adam-Nerger-Straße 5-5,+33 (0)1 80 20 3,,,,,3785754847,,X,20150524,enguyen,D001,F,Ms.,HARRIS-SIMON,,,,
100,0000000099,BR,合同会社山田ガス,AG & Co. KGaA,,,横浜市港北区,Zschopau,41918,MT,合同会社山田ガス,079 鈴木 Street,+49(0)4951597745,,(0306)9990541,,,4814139046,,,09.01.2014,kazuyayamamo,0001,P,Firma,合同会社山田ガス,,,,
100,0000000100,CA,Richard S.A.R.L.,SARL,N/A,,Rémynec,Stadtsteinach,59691,RJ,RICHARD S.,Iris-Steuer-Allee 85/80   ,+4429 2018 0115,,0413032855,,,6486235709,,,20190429,jadefitzgera,0001,J,Frau,RICHARD S.A.R.L.,,,,
100,0000000101,IN,Juncken,S.A.,N/A,,Camargo,香取市,516-7177,CE,JUNCKEN,789 山本 Street   ,01632 960066,070-0996-1992,+1-894-481-9171x,,,9156313974,,,20260317,takuma84,DEBI,P,Firma,JUNCKEN   ,,,,
100,0000000102,CN,Carpentier SARL,Ltd,,,Lake Kirsty,Steinfurt,087-6864,AM,CARPENTIER,"69, rue Thomas",11 2559-3482   ,,11-2609-6523,,,7618057531,,,20120603,yasminmendes,DEBI,F,Frau,CARPENTIER SARL   ,,,,
100,0000000103,SE,有限会社遠藤建設,LLC,,,府中市,West Kerry,99695,WI,有限会社遠藤建設,"Esplanada de Moraes, 37   ",+55 51 9673 2302   ,+55 51 0451 3571,,,,N/A,,,20160422,jmarques,DEBI,J,Frau,有限会社遠藤建設   ,,,,
100,0000000104,BR,Simon,,,,Staßfurt   ,Hamon,EX7W 0DH,PE,SIMON,Ludmila-Wulff-Straße 1/9,04786 67007,(0909) 8790923,+55 21 9764 6868,,,5220493990,,,21.06.2016,bharris,DEBI,D,Herr,SIMON,,,,
